Store Name,Store Number,Store Complex,Address,City,State,Zip,Phone Number,chain,zip,NAME,median_income,total_population,median_age,pop_25plus,bachelors,masters,doctorate,college_plus,college_plus_pct
Traderjoes,194,Shopping List,2222 North Bellflower Blvd,Long Beach,CA,90815.0,562-596-2514,Trader Joes,90815,ZCTA5 90815,110565.0,42759.0,36.9,28423.0,9128.0,4065.0,807.0,14000.0,49.3
Traderjoes,43,Shopping List,6451 E Pacific Coast  Hwy,Long Beach,CA,90803.0,562-596-4388,Trader Joes,90803,ZCTA5 90803,107889.0,31659.0,46.6,26466.0,8907.0,4437.0,849.0,14193.0,53.6
Traderjoes,127,Shopping List,2310 Homestead Rd,Los Altos,CA,94024.0,408-245-1917,Trader Joes,94024,ZCTA5 94024,250001.0,24041.0,47.4,16557.0,4770.0,5677.0,1680.0,12127.0,73.2
Traderjoes,119,Shopping List,3456 S Sepulveda Blvd,Los Angeles,CA,90034.0,310-836-2458,Trader Joes,90034,ZCTA5 90034,97511.0,55061.0,34.7,42903.0,16099.0,6931.0,1799.0,24829.0,57.9
Traderjoes,17,Shopping List,2738 Hyperion Ave,Los Angeles,CA,90027.0,323-665-6774,Trader Joes,90027,ZCTA5 90027,86826.0,45764.0,38.1,37847.0,14522.0,4668.0,860.0,20050.0,53.0
Traderjoes,192,Shopping List,8000 W Sunset Blvd,Los Angeles,CA,90046.0,323-822-7663,Trader Joes,90046,ZCTA5 90046,87339.0,48170.0,39.2,42309.0,17768.0,5282.0,1292.0,24342.0,57.5
Traderjoes,206,Shopping List,1600 N Vine St,Los Angeles,CA,90028.0,323-856-0689,Trader Joes,90028,ZCTA5 90028,57258.0,30982.0,36.5,25950.0,9392.0,2345.0,209.0,11946.0,46.0
Traderjoes,215,Shopping List,11755 Olympic Blvd,Los Angeles,CA,90064.0,310-477-5949,Trader Joes,90064,ZCTA5 90064,123929.0,25956.0,40.1,19824.0,7417.0,3534.0,986.0,11937.0,60.2
Traderjoes,234,Shopping List,1000 Glendon Ave,Los Angeles,CA,90024.0,310-824-1495,Trader Joes,90024,ZCTA5 90024,74852.0,50392.0,22.9,22359.0,8211.0,4187.0,1677.0,14075.0,63.0
Traderjoes,237,Shopping List,8500 Burton Way,Los Angeles,CA,90048.0,310-248-2984,Trader Joes,90048,ZCTA5 90048,102244.0,20411.0,39.3,17591.0,7690.0,2377.0,567.0,10634.0,60.5
Traderjoes,240,Shopping List,175 South Fairfax Ave,Los Angeles,CA,90036.0,323-931-4012,Trader Joes,90036,ZCTA5 90036,97583.0,37713.0,36.5,29484.0,13003.0,5010.0,477.0,18490.0,62.7
Traderjoes,250,Shopping List,"3131 S Hoover Street, Suite 1920",Los Angeles,CA,90089.0,213-749-1497,Trader Joes,90089,ZCTA5 90089,,4164.0,19.6,133.0,61.0,30.0,5.0,96.0,72.2
Traderjoes,31,Shopping List,263 S La Brea Ave,Los Angeles,CA,90036.0,323-965-1989,Trader Joes,90036,ZCTA5 90036,97583.0,37713.0,36.5,29484.0,13003.0,5010.0,477.0,18490.0,62.7
Traderjoes,7,Shopping List,10850 National Blvd,Los Angeles,CA,90064.0,310-470-1917,Trader Joes,90064,ZCTA5 90064,123929.0,25956.0,40.1,19824.0,7417.0,3534.0,986.0,11937.0,60.2
Traderjoes,181,Shopping List,15466 Los Gatos Blvd,Los Gatos,CA,95032.0,408-356-2324,Trader Joes,95032,ZCTA5 95032,185822.0,27678.0,44.6,19562.0,7436.0,5052.0,1032.0,13520.0,69.1
Traderjoes,106,Shopping List,1800 Rosecrans Blvd,Manhattan Beach,CA,90266.0,310-725-9800,Trader Joes,90266,ZCTA5 90266,187217.0,35123.0,43.4,24208.0,10122.0,5270.0,1005.0,16397.0,67.7
Traderjoes,34,Shopping List,1821 Manhattan Beach Blvd,Manhattan Beach,CA,90266.0,310-372-1274,Trader Joes,90266,ZCTA5 90266,187217.0,35123.0,43.4,24208.0,10122.0,5270.0,1005.0,16397.0,67.7
Traderjoes,205,Shopping List,4675 Admiralty Way,Marina Del Rey,CA,90292.0,310-301-4461,Trader Joes,90292,ZCTA5 90292,136854.0,24481.0,39.2,19987.0,8906.0,3278.0,735.0,12919.0,64.6
Traderjoes,261,Shopping List,150 10th St,Marina,CA,93933.0,831-281-7247,Trader Joes,93933,ZCTA5 93933,89507.0,27197.0,35.3,17435.0,3847.0,2249.0,453.0,6549.0,37.6
Traderjoes,69,Shopping List,720 Menlo Ave,Menlo Park,CA,94025.0,650-323-2134,Trader Joes,94025,ZCTA5 94025,207656.0,41017.0,38.6,28074.0,7950.0,7320.0,3262.0,18532.0,66.0
Traderjoes,170,Shopping List,765 Broadway,Millbrae,CA,94030.0,650-259-9142,Trader Joes,94030,ZCTA5 94030,146649.0,22825.0,45.7,16950.0,5230.0,2062.0,606.0,7898.0,46.6
Traderjoes,229,Shopping List,1306 Great Mall Pkwy,Milpitas,CA,95035.0,408-942-6957,Trader Joes,95035,ZCTA5 95035,166931.0,79393.0,36.1,57442.0,18676.0,11524.0,1323.0,31523.0,54.9
Traderjoes,126,Shopping List,25410 Marguerite Pkwy,Mission Viejo,CA,92692.0,949-581-5638,Trader Joes,92692,ZCTA5 92692,136906.0,45977.0,47.1,33839.0,11691.0,4946.0,793.0,17430.0,51.5
Traderjoes,9,Shopping List,3250 Dale Road,Modesto,CA,95356.0,209-491-0445,Trader Joes,95356,ZCTA5 95356,91034.0,33033.0,39.7,22604.0,4085.0,1375.0,232.0,5692.0,25.2
Traderjoes,112,Shopping List,604 W Huntington Dr,Monrovia,CA,91016.0,626-358-8884,Trader Joes,91016,ZCTA5 91016,95606.0,41822.0,38.5,29405.0,7873.0,3518.0,594.0,11985.0,40.8
Traderjoes,204,Shopping List,"570 Munras Ave, Ste 20",Monterey,CA,93940.0,831-372-2010,Trader Joes,93940,ZCTA5 93940,103946.0,31513.0,42.0,24621.0,6857.0,4649.0,888.0,12394.0,50.3
Traderjoes,52,Shopping List,2462 Honolulu Ave,Montrose,CA,91020.0,818-957-3613,Trader Joes,91020,ZCTA5 91020,61771.0,7509.0,41.5,5405.0,1547.0,828.0,171.0,2546.0,47.1
Traderjoes,202,Shopping List,17035 Laurel Rd,Morgan Hill,CA,95037.0,408-778-6409,Trader Joes,95037,ZCTA5 95037,153091.0,51867.0,38.8,34775.0,10195.0,3933.0,575.0,14703.0,42.3
Traderjoes,81,Shopping List,590 Showers Dr,Mountain View,CA,94040.0,650-917-1013,Trader Joes,94040,ZCTA5 94040,175147.0,35667.0,35.4,25450.0,7736.0,7797.0,2520.0,18053.0,70.9
Traderjoes,258,Shopping List,40388 Murrieta Hot Springs Rd,Murrieta,CA,92563.0,951-528-5115,Trader Joes,92563,ZCTA5 92563,112347.0,78139.0,34.7,48696.0,10368.0,3636.0,523.0,14527.0,29.8
Traderjoes,128,Shopping List,3654 Bel Aire Plaza,Napa,CA,94558.0,707-256-0806,Trader Joes,94558,ZCTA5 94558,110397.0,65084.0,44.3,47409.0,11517.0,4011.0,685.0,16213.0,34.2
Traderjoes,125,Shopping List,8086 E Pacific Coast Hwy,Newport Beach,CA,92657.0,949-494-7404,Trader Joes,92657,ZCTA5 92657,194881.0,9169.0,47.2,6667.0,2460.0,1625.0,394.0,4479.0,67.2
Traderjoes,252,Shopping List,"6130 Laurel Canyon Bl, Suite 100",North Hollywood,CA,91606.0,818-762-2963,Trader Joes,91606,ZCTA5 91606,64976.0,43552.0,37.4,31374.0,5927.0,1398.0,196.0,7521.0,24.0
Traderjoes,312,Shopping List,9224 Reseda Blvd,Northridge,CA,91325.0,747-245-4766,Trader Joes,91325,ZCTA5 91325,83853.0,35537.0,39.2,25010.0,7198.0,2049.0,456.0,9703.0,38.8
Traderjoes,198,Shopping List,7514 Redwood Blvd,Novato,CA,94945.0,415-898-9359,Trader Joes,94945,ZCTA5 94945,115000.0,17309.0,51.8,13220.0,4546.0,1187.0,404.0,6137.0,46.4
Traderjoes,203,Shopping List,3250 Lakeshore Ave,Oakland,CA,94610.0,510-238-9076,Trader Joes,94610,ZCTA5 94610,128304.0,32404.0,38.8,26130.0,10152.0,6145.0,1317.0,17614.0,67.4
Traderjoes,231,Shopping List,5727 College Ave,Oakland,CA,94618.0,510-923-9428,Trader Joes,94618,ZCTA5 94618,202297.0,17285.0,43.4,13222.0,4899.0,3650.0,1195.0,9744.0,73.7
Traderjoes,22,Shopping List,2570 Vista Way,Oceanside,CA,92054.0,760-433-9994,Trader Joes,92054,ZCTA5 92054,68713.0,37050.0,37.5,27392.0,6585.0,2449.0,330.0,9364.0,34.2
Traderjoes,46,Shopping List,2114 N Tustin St,Orange,CA,92865.0,714-283-5697,Trader Joes,92865,ZCTA5 92865,120365.0,21140.0,37.4,14915.0,4149.0,1343.0,164.0,5656.0,37.9
Traderjoes,79,Shopping List,1170 Forest Ave,Pacific Grove,CA,93950.0,831-656-0180,Trader Joes,93950,ZCTA5 93950,102553.0,15098.0,49.2,11823.0,3417.0,1972.0,592.0,5981.0,50.6
Traderjoes,3,Shopping List,44250 Town Center Way,Palm Desert,CA,92260.0,760-340-2291,Trader Joes,92260,ZCTA5 92260,68750.0,31039.0,57.0,24584.0,6333.0,2342.0,385.0,9060.0,36.9
Traderjoes,185,Shopping List,39507 10th St W,Palmdale,CA,93551.0,661-947-2890,Trader Joes,93551,ZCTA5 93551,107133.0,54478.0,38.0,35855.0,6494.0,3207.0,415.0,10116.0,28.2
Traderjoes,207,Shopping List,855 El Camino Real,Palo Alto,CA,94301.0,650-327-7018,Trader Joes,94301,ZCTA5 94301,217611.0,17259.0,45.9,12829.0,3755.0,3772.0,1704.0,9231.0,72.0
Traderjoes,171,Shopping List,467 N Rosemead Blvd,Pasadena,CA,91107.0,626-351-3399,Trader Joes,91107,ZCTA5 91107,120822.0,32581.0,42.8,24950.0,7623.0,4244.0,1001.0,12868.0,51.6
Traderjoes,179,Shopping List,345 S Lake Ave,Pasadena,CA,91101.0,626-395-9553,Trader Joes,91101,ZCTA5 91101,86631.0,19737.0,37.0,16310.0,5291.0,3324.0,919.0,9534.0,58.5
Traderjoes,32,Shopping List,3035 E Huntington Dr,Pasadena,CA,91107.0,626-356-2963,Trader Joes,91107,ZCTA5 91107,120822.0,32581.0,42.8,24950.0,7623.0,4244.0,1001.0,12868.0,51.6
Traderjoes,51,Shopping List,610 S Arroyo Pkwy,Pasadena,CA,91105.0,626-568-9254,Trader Joes,91105,ZCTA5 91105,163253.0,12692.0,47.0,10182.0,3693.0,2445.0,394.0,6532.0,64.2
Traderjoes,291,Shopping List,2457 Golden Hill Rd,Paso Robles,CA,93446.0,,Trader Joes,93446,ZCTA5 93446,89889.0,45720.0,41.0,31951.0,6381.0,2164.0,237.0,8782.0,27.5
Traderjoes,107,Shopping List,169 N McDowell Blvd,Petaluma,CA,94954.0,707-769-2782,Trader Joes,94954,ZCTA5 94954,108630.0,38201.0,43.6,27860.0,6732.0,2580.0,288.0,9600.0,34.5
Traderjoes,230,Shopping List,2742 Pinole Valley Rd,Pinole,CA,94564.0,510-222-3501,Trader Joes,94564,ZCTA5 94564,113630.0,18946.0,42.6,14449.0,3809.0,1276.0,172.0,5257.0,36.4
Traderjoes,66,Shopping List,3903 Santa Rita Road,Pleasanton,CA,94588.0,925-468-0763,Trader Joes,94588,ZCTA5 94588,177016.0,35162.0,39.3,24729.0,8968.0,5787.0,1072.0,15827.0,64.0
Traderjoes,265,Shopping List,13644 Poway Rd,Poway,CA,92064.0,858-294-6131,Trader Joes,92064,ZCTA5 92064,135943.0,48783.0,41.7,34635.0,10948.0,5372.0,948.0,17268.0,49.9
Traderjoes,217,Shopping List,6401 Haven Ave,Rancho Cucamonga,CA,91737.0,909-476-1410,Trader Joes,91737,ZCTA5 91737,112857.0,23108.0,43.5,16315.0,4142.0,1813.0,278.0,6233.0,38.2
Traderjoes,233,Shopping List,31176 Hawthorne Blvd,Rancho Palos Verdes,CA,90275.0,310-544-1727,Trader Joes,90275,ZCTA5 90275,166602.0,41941.0,49.8,30343.0,11105.0,5872.0,1542.0,18519.0,61.0
Traderjoes,57,Shopping List,28901 S Western Ave,Rancho Palos Verdes,CA,90275.0,310-832-1241,Trader Joes,90275,ZCTA5 90275,166602.0,41941.0,49.8,30343.0,11105.0,5872.0,1542.0,18519.0,61.0
Traderjoes,27,Shopping List,30652 Santa Margarita Pkwy,Rancho Santa Margarita,CA,92688.0,949-888-3640,Trader Joes,92688,ZCTA5 92688,141089.0,44444.0,38.5,30139.0,10096.0,3447.0,425.0,13968.0,46.3
Traderjoes,219,Shopping List,845 Browning St,Redding,CA,96003.0,530-223-4875,Trader Joes,96003,ZCTA5 96003,67440.0,43945.0,40.9,31464.0,6067.0,2057.0,189.0,8313.0,26.4
Traderjoes,99,Shopping List,552 Orange St,Redlands,CA,92374.0,909-798-3888,Trader Joes,92374,ZCTA5 92374,92821.0,44976.0,32.7,28310.0,4852.0,3725.0,672.0,9249.0,32.7
Traderjoes,38,Shopping List,1761 S Elena Ave,Redondo Bch.,CA,90277.0,310-316-1745,Trader Joes,90277,ZCTA5 90277,120008.0,36339.0,44.5,27780.0,10914.0,5431.0,860.0,17205.0,61.9
Traderjoes,15,Shopping List,6225 Riverside Plaza,Riverside,CA,92506.0,951-781-2378,Trader Joes,92506,ZCTA5 92506,115246.0,44344.0,37.8,29857.0,6473.0,3200.0,1007.0,10680.0,35.8
Traderjoes,228,Shopping List,"5116 Commons Dr., #103",Rocklin,CA,95677.0,916-660-9820,Trader Joes,95677,ZCTA5 95677,102549.0,28591.0,37.7,19331.0,5425.0,1737.0,336.0,7498.0,38.8
Traderjoes,266,Shopping List,10261 Fairway Dr,Roseville,CA,95678.0,279-217-4579,Trader Joes,95678,ZCTA5 95678,96178.0,45210.0,37.2,31686.0,9123.0,2323.0,174.0,11620.0,36.7
Traderjoes,80,Shopping List,1117 Roseville Square,Roseville,CA,95678.0,916-784-9084,Trader Joes,95678,ZCTA5 95678,96178.0,45210.0,37.2,31686.0,9123.0,2323.0,174.0,11620.0,36.7
Traderjoes,18,Shopping List,613 Mission St,S. Pasadena,CA,91030.0,626-441-6263,Trader Joes,91030,ZCTA5 91030,127882.0,26583.0,40.6,19159.0,6749.0,4158.0,1117.0,12024.0,62.8
Traderjoes,175,Shopping List,5000 Folsom Blvd,Sacramento,CA,95819.0,916-456-1853,Trader Joes,95819,ZCTA5 95819,124916.0,19806.0,37.5,13425.0,5096.0,2237.0,363.0,7696.0,57.3
Traderjoes,70,Shopping List,2625 Marconi Ave,Sacramento,CA,95821.0,916-481-8797,Trader Joes,95821,ZCTA5 95821,56019.0,37436.0,38.6,26742.0,4716.0,1781.0,210.0,6707.0,25.1
Traderjoes,174,Shopping List,1482 El Camino Real,San Carlos,CA,94070.0,650-594-2138,Trader Joes,94070,ZCTA5 94070,220323.0,31312.0,41.8,22363.0,6799.0,4979.0,1821.0,13599.0,60.8
Traderjoes,16,Shopping List,638 Camino de Los Mares,San Clemente,CA,92673.0,949-240-9996,Trader Joes,92673,ZCTA5 92673,172056.0,30633.0,42.1,20069.0,6334.0,3559.0,475.0,10368.0,51.7
Traderjoes,188,Shopping List,2401 Truxtun Rd,San Diego,CA,92106.0,619-758-9272,Trader Joes,92106,ZCTA5 92106,119782.0,20483.0,38.5,13671.0,4116.0,2452.0,553.0,7121.0,52.1
Traderjoes,21,Shopping List,1640 Garnet Ave,San Diego,CA,92109.0,858-581-9101,Trader Joes,92109,ZCTA5 92109,106399.0,44009.0,33.5,35658.0,15785.0,5792.0,1282.0,22859.0,64.1
Traderjoes,221,Shopping List,9850 Hibert St,San Diego,CA,92131.0,858-549-9185,Trader Joes,92131,ZCTA5 92131,169448.0,35227.0,42.4,24079.0,8992.0,5248.0,1287.0,15527.0,64.5
Traderjoes,222,Shopping List,1072 Camino Del Rio North,San Diego,CA,92108.0,619-297-0749,Trader Joes,92108,ZCTA5 92108,97705.0,24201.0,33.4,18379.0,6767.0,2447.0,419.0,9633.0,52.4
Traderjoes,223,Shopping List,13480 Highlands Place,San Diego,CA,92130.0,858-755-7130,Trader Joes,92130,ZCTA5 92130,186000.0,57363.0,39.5,38572.0,13432.0,9234.0,4933.0,27599.0,71.6
Traderjoes,224,Shopping List,"5140 College Ave, Ste 119",San Diego,CA,92115.0,619-229-9092,Trader Joes,92115,ZCTA5 92115,68420.0,61456.0,29.3,35445.0,8178.0,3873.0,500.0,12551.0,35.4
Traderjoes,23,Shopping List,11955 Carmel Mountain Rd,San Diego,CA,92128.0,858-673-0526,Trader Joes,92128,ZCTA5 92128,125609.0,49273.0,43.8,37236.0,12530.0,7662.0,1821.0,22013.0,59.1
Traderjoes,26,Shopping List,"1090 University Avenue, Ste G100-107",San Diego,CA,92103.0,619-296-3122,Trader Joes,92103,ZCTA5 92103,94210.0,34296.0,42.1,29686.0,10327.0,5172.0,1391.0,16890.0,56.9
Traderjoes,28,Shopping List,856 W Arrow Hwy,San Dimas,CA,91773.0,909-305-4757,Trader Joes,91773,ZCTA5 91773,101466.0,34066.0,42.7,24730.0,5653.0,2984.0,283.0,8920.0,36.1
Traderjoes,100,Shopping List,3 Masonic Ave,San Francisco,CA,94118.0,415-346-9964,Trader Joes,94118,ZCTA5 94118,157143.0,40108.0,38.4,30574.0,12814.0,6163.0,954.0,19931.0,65.2
Traderjoes,19,Shopping List,401 Bay St,San Francisco,CA,94133.0,415-351-1013,Trader Joes,94133,ZCTA5 94133,77652.0,25460.0,45.1,21203.0,6552.0,2746.0,629.0,9927.0,46.8
Traderjoes,200,Shopping List,1095 Hyde St,San Francisco,CA,94109.0,415-292-7665,Trader Joes,94109,ZCTA5 94109,108691.0,56333.0,37.4,49217.0,19183.0,9161.0,1642.0,29986.0,60.9
Traderjoes,225,Shopping List,10 4th Street,San Francisco,CA,94103.0,415-536-7801,Trader Joes,94103,ZCTA5 94103,111028.0,32400.0,36.8,27208.0,9737.0,3797.0,623.0,14157.0,52.0
Traderjoes,226,Shopping List,788 Laguna St,San Francisco,CA,94102.0,415-718-0175,Trader Joes,94102,ZCTA5 94102,62388.0,34077.0,39.6,28544.0,7690.0,3454.0,650.0,11794.0,41.3
Traderjoes,236,Shopping List,265 Winston Dr,San Francisco,CA,94132.0,415-665-1835,Trader Joes,94132,ZCTA5 94132,104537.0,27641.0,38.9,19400.0,7157.0,2427.0,746.0,10330.0,53.2
Traderjoes,78,Shopping List,555 9th St,San Francisco,CA,94103.0,415-863-1292,Trader Joes,94103,ZCTA5 94103,111028.0,32400.0,36.8,27208.0,9737.0,3797.0,623.0,14157.0,52.0
Traderjoes,212,Shopping List,635 Coleman Ave,San Jose,CA,95110.0,408-298-9731,Trader Joes,95110,ZCTA5 95110,129265.0,20314.0,33.5,14355.0,3522.0,1634.0,293.0,5449.0,38.0
Traderjoes,232,Shopping List,7250 Bollinger Rd,San Jose,CA,95129.0,408-873-7384,Trader Joes,95129,ZCTA5 95129,178818.0,39797.0,41.9,27900.0,8698.0,8920.0,1959.0,19577.0,70.2
Traderjoes,62,Shopping List,5269 Prospect,San Jose,CA,95129.0,408-446-5055,Trader Joes,95129,ZCTA5 95129,178818.0,39797.0,41.9,27900.0,8698.0,8920.0,1959.0,19577.0,70.2
Traderjoes,63,Shopping List,5353 Almaden Expressway #J-38,San Jose,CA,95118.0,408-264-8120,Trader Joes,95118,ZCTA5 95118,142563.0,32827.0,39.3,22447.0,6790.0,3707.0,695.0,11192.0,49.9
Traderjoes,249,Shopping List,32151 Camino Capistrano,San Juan Capistrano,CA,92675.0,949-496-4150,Trader Joes,92675,ZCTA5 92675,123474.0,35099.0,42.4,24344.0,5833.0,2477.0,733.0,9043.0,37.1
Traderjoes,41,Shopping List,3977 Higuera Street,San Luis Obispo,CA,93401.0,805-783-2780,Trader Joes,93401,ZCTA5 93401,89962.0,28773.0,35.5,19134.0,6247.0,2499.0,750.0,9496.0,49.6
Traderjoes,245,Shopping List,45 W Hillsdale Blvd,San Mateo,CA,94403.0,650-286-1509,Trader Joes,94403,ZCTA5 94403,171213.0,43858.0,38.5,32567.0,11187.0,5905.0,1416.0,18508.0,56.8
Traderjoes,67,Shopping List,1820-22 S Grant Street,San Mateo,CA,94402.0,650-570-6140,Trader Joes,94402,ZCTA5 94402,184453.0,26150.0,41.5,18733.0,5959.0,4788.0,976.0,11723.0,62.6
Traderjoes,61,Shopping List,337 3rd St,San Rafael,CA,94901.0,415-454-9530,Trader Joes,94901,ZCTA5 94901,113294.0,40927.0,42.3,29151.0,8456.0,3773.0,735.0,12964.0,44.5
Traderjoes,246,Shopping List,300 Market Place,San Ramon,CA,94583.0,925-275-8140,Trader Joes,94583,ZCTA5 94583,178212.0,39758.0,40.5,26658.0,9605.0,5383.0,963.0,15951.0,59.8
Traderjoes,113,Shopping List,3329 S Bristol St,Santa Ana,CA,92704.0,714-424-9304,Trader Joes,92704,ZCTA5 92704,89654.0,80767.0,34.4,53373.0,7729.0,2486.0,235.0,10450.0,19.6
Traderjoes,183,Shopping List,3025 De La Vina St,Santa Barbara,CA,93105.0,805-563-7383,Trader Joes,93105,ZCTA5 93105,130325.0,26482.0,46.4,20195.0,6989.0,3342.0,815.0,11146.0,55.2
Traderjoes,59,Shopping List,222 North Milpas Street,Santa Barbara,CA,93103.0,805-560-1182,Trader Joes,93103,ZCTA5 93103,104238.0,19653.0,40.1,14174.0,3610.0,1622.0,343.0,5575.0,39.3
Traderjoes,13,Shopping List,26517 Bouquet Canyon Rd,Santa Clarita,CA,91350.0,661-263-3796,Trader Joes,91350,ZCTA5 91350,137626.0,42970.0,36.7,28054.0,7790.0,2983.0,276.0,11049.0,39.4
Traderjoes,263,Shopping List,19037 Golden Valley Rd,Santa Clarita,CA,91387.0,661-276-1430,Trader Joes,91387,ZCTA5 91387,111090.0,46812.0,34.7,29371.0,6932.0,1804.0,421.0,9157.0,31.2
Traderjoes,193,Shopping List,700 Front St,Santa Cruz,CA,95060.0,831-425-0140,Trader Joes,95060,ZCTA5 95060,101962.0,46527.0,35.4,30136.0,8322.0,4703.0,1887.0,14912.0,49.5
Traderjoes,239,Shopping List,1303 S Bradley Rd,Santa Maria,CA,93454.0,805-925-1657,Trader Joes,93454,ZCTA5 93454,80438.0,41110.0,32.1,24326.0,2791.0,898.0,170.0,3859.0,15.9
Traderjoes,253,Shopping List,"2300 Wilshire Blvd, Ste 101",Santa Monica,CA,90403.0,310-264-2223,Trader Joes,90403,ZCTA5 90403,123391.0,24092.0,44.5,20036.0,7869.0,3661.0,1024.0,12554.0,62.7
Traderjoes,256,Shopping List,500 Broadway,Santa Monica,CA,90401.0,310-912-6877,Trader Joes,90401,ZCTA5 90401,89892.0,7480.0,39.8,6619.0,3063.0,1068.0,172.0,4303.0,65.0
Traderjoes,6,Shopping List,3212 Pico Blvd,Santa Monica,CA,90405.0,310-581-0253,Trader Joes,90405,ZCTA5 90405,101713.0,26981.0,41.3,21540.0,8467.0,3650.0,725.0,12842.0,59.6
Traderjoes,178,Shopping List,2100 Santa Rosa Ave,Santa Rosa,CA,95407.0,707-535-0788,Trader Joes,95407,ZCTA5 95407,81484.0,42138.0,34.0,27241.0,3383.0,1141.0,67.0,4591.0,16.9
Traderjoes,75,Shopping List,3225 Cleveland Ave,Santa Rosa,CA,95403.0,707-525-1406,Trader Joes,95403,ZCTA5 95403,93826.0,44677.0,39.1,31128.0,5633.0,1690.0,197.0,7520.0,24.2
Traderjoes,260,Shopping List,9680 Mission Gorge Rd,Santee,CA,92071.0,619-812-3705,Trader Joes,92071,ZCTA5 92071,101906.0,59795.0,39.0,41761.0,9158.0,3196.0,408.0,12762.0,30.6
Traderjoes,267,Shopping List,14140 Riverside Dr,Sherman Oaks,CA,91423.0,747-245-6608,Trader Joes,91423,ZCTA5 91423,104205.0,31787.0,40.1,25098.0,10053.0,3178.0,674.0,13905.0,55.4
Traderjoes,49,Shopping List,14119 Riverside Dr,Sherman Oaks,CA,91423.0,818-789-2771,Trader Joes,91423,ZCTA5 91423,104205.0,31787.0,40.1,25098.0,10053.0,3178.0,674.0,13905.0,55.4
Traderjoes,30,Shopping List,2975-A Cochran St,Simi Valley,CA,93065.0,805-520-3135,Trader Joes,93065,ZCTA5 93065,110537.0,72086.0,40.8,49695.0,12536.0,4810.0,537.0,17883.0,36.0
Traderjoes,4,Shopping List,1129 Fair Oaks Ave,South Pasadena,CA,91030.0,323-784-1840,Trader Joes,91030,ZCTA5 91030,127882.0,26583.0,40.6,19159.0,6749.0,4158.0,1117.0,12024.0,62.8
Traderjoes,187,Shopping List,301 MC Lellan Dr,South San Francisco,CA,94080.0,650-583-6401,Trader Joes,94080,ZCTA5 94080,126916.0,66262.0,42.2,49287.0,13218.0,3687.0,1081.0,17986.0,36.5
Traderjoes,76,Shopping List,6535 Pacific Ave,Stockton,CA,95207.0,209-951-7597,Trader Joes,95207,ZCTA5 95207,66459.0,52877.0,33.2,33463.0,4537.0,1547.0,289.0,6373.0,19.0
Traderjoes,122,Shopping List,11976 Ventura Blvd,Studio City,CA,91604.0,818-509-0168,Trader Joes,91604,ZCTA5 91604,132494.0,32073.0,40.5,24687.0,9735.0,3881.0,711.0,14327.0,58.0
Traderjoes,68,Shopping List,316 West El Camino Real,Sunnyvale,CA,94087.0,408-736-7573,Trader Joes,94087,ZCTA5 94087,196611.0,58913.0,37.9,41463.0,13834.0,12969.0,3177.0,29980.0,72.3
Traderjoes,264,Shopping List,18700 Ventura Blvd,Tarzana,CA,91356.0,747-212-1646,Trader Joes,91356,ZCTA5 91356,105513.0,30599.0,43.1,22444.0,7197.0,3038.0,577.0,10812.0,48.2
Traderjoes,102,Shopping List,40665 Winchester Rd,Temecula,CA,92591.0,951-296-9964,Trader Joes,92591,ZCTA5 92591,101117.0,41047.0,37.1,27709.0,6419.0,2887.0,186.0,9492.0,34.3
Traderjoes,211,Shopping List,1111 Rossi Road,Templeton,CA,93465.0,805-434-9562,Trader Joes,93465,ZCTA5 93465,128684.0,9829.0,47.1,7306.0,2026.0,816.0,101.0,2943.0,40.3
Traderjoes,196,Shopping List,451 Avenida De Los Arboles,Thousand Oaks,CA,91360.0,805-492-7107,Trader Joes,91360,ZCTA5 91360,111095.0,42444.0,43.1,29905.0,7946.0,3391.0,691.0,12028.0,40.2
Traderjoes,243,Shopping List,125 N Reino Road,Thousand Oaks,CA,91320.0,805-375-1984,Trader Joes,91320,ZCTA5 91320,143873.0,44138.0,42.9,29938.0,9117.0,4195.0,1231.0,14543.0,48.6
Traderjoes,54,Shopping List,10130 Riverside Dr,Toluca Lake,CA,91602.0,818-762-2787,Trader Joes,91602,ZCTA5 91602,93210.0,19980.0,39.6,16320.0,6485.0,1862.0,117.0,8464.0,51.9
Traderjoes,121,Shopping List,19720 Hawthorne Blvd,Torrance,CA,90503.0,310-793-8585,Trader Joes,90503,ZCTA5 90503,117364.0,44280.0,41.1,32942.0,11582.0,4986.0,719.0,17287.0,52.5
Traderjoes,29,Shopping List,2545 Pacific Coast Hwy,Torrance,CA,90505.0,310-326-9520,Trader Joes,90505,ZCTA5 90505,108857.0,36214.0,44.0,25705.0,9662.0,3754.0,638.0,14054.0,54.7
Traderjoes,269,Shopping List,2530 Naglee Rd,Tracy,CA,95304.0,209-913-5511,Trader Joes,95304,ZCTA5 95304,103138.0,15235.0,37.1,10256.0,1691.0,437.0,79.0,2207.0,21.5
Traderjoes,197,Shopping List,1198 Irvine Blvd.,Tustin,CA,92780.0,714-505-3289,Trader Joes,92780,ZCTA5 92780,89375.0,54945.0,35.1,36049.0,8068.0,3246.0,367.0,11681.0,32.4
Traderjoes,218,Shopping List,"103 S Mills Rd, Ste 104",Ventura,CA,93003.0,805-658-2664,Trader Joes,93003,ZCTA5 93003,96895.0,53283.0,41.3,38100.0,9703.0,3999.0,779.0,14481.0,38.0
